,rt,stimulus,key_press,ListLength,Trial_index,Phase,correct,ExperimentalPhase,Block,word1,word2,save,date,subject_id,trial_type,trial_index,time_elapsed,internal_node_id,response,cue,target,SequenceLength,sequence,letterSeen,queriedPosition,Stimulus_type,TrialType,timeMs,timeMin,score,correct_01,validTrials,validID,W2VWordPairsSim,SimBins
42569,,,,22.0,7.0,LearningResponse,TRUE,True,3.0,gravy,grits,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,typed-response,662,1247238,0.0-662.0,grits,gravy,grits,,,,,,,,,,1.0,False,True,0.9999999222155023,5
42570,,,,22.0,7.0,LearningResponse,TRUE,True,3.0,gravy,grits,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,typed-response,665,1253268,0.0-665.0,gravy,grits,gravy,,,,,,,,,,1.0,False,True,0.9999999222155023,5
42572,,,,22.0,8.0,LearningResponse,TRUE,True,3.0,seed,leaf,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,typed-response,670,1264191,0.0-670.0,leaf,seed,leaf,,,,,,,,,,1.0,False,True,0.4491970734790321,3
42573,,,,22.0,8.0,LearningResponse,TRUE,True,3.0,seed,leaf,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,typed-response,673,1270089,0.0-673.0,seed,leaf,seed,,,,,,,,,,1.0,False,True,0.4491970734790321,3
42575,,,,22.0,9.0,LearningResponse,TRUE,True,3.0,leech,worm,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,typed-response,678,1281298,0.0-678.0,worm,leech,worm,,,,,,,,,,1.0,False,True,0.8096479883256736,5
42576,,,,22.0,9.0,LearningResponse,TRUE,True,3.0,leech,worm,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,typed-response,681,1287000,0.0-681.0,leech,worm,leech,,,,,,,,,,1.0,False,True,0.8096479883256736,5
42578,,,,22.0,10.0,LearningResponse,TRUE,True,3.0,target,clasp,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,typed-response,686,1297523,0.0-686.0,clasp,target,clasp,,,,,,,,,,1.0,False,True,0.26308674621210815,2
42579,,,,22.0,10.0,LearningResponse,TRUE,True,3.0,target,clasp,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,typed-response,689,1304016,0.0-689.0,target,clasp,target,,,,,,,,,,1.0,False,True,0.26308674621210815,2
42581,,,,22.0,11.0,LearningResponse,TRUE,True,3.0,squid,fish,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,typed-response,694,1314433,0.0-694.0,fish,squid,fish,,,,,,,,,,1.0,False,True,0.7524406064907906,4
42582,,,,22.0,11.0,LearningResponse,TRUE,True,3.0,squid,fish,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,typed-response,697,1320636,0.0-697.0,squid,fish,squid,,,,,,,,,,1.0,False,True,0.7524406064907906,4
42584,,,,22.0,12.0,LearningResponse,TRUE,True,3.0,parrot,turtle,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,typed-response,702,1331775,0.0-702.0,turtle,parrot,turtle,,,,,,,,,,1.0,False,True,0.6520642147741101,4
42585,,,,22.0,12.0,LearningResponse,TRUE,True,3.0,parrot,turtle,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,typed-response,705,1337841,0.0-705.0,parrot,turtle,parrot,,,,,,,,,,1.0,False,True,0.6520642147741101,4
42587,,,,22.0,13.0,LearningResponse,TRUE,True,3.0,slime,possum,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,typed-response,710,1348795,0.0-710.0,possum,slime,possum,,,,,,,,,,1.0,False,True,0.299240600347622,2
42588,,,,22.0,13.0,LearningResponse,TRUE,True,3.0,slime,possum,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,typed-response,713,1354878,0.0-713.0,slime,possum,slime,,,,,,,,,,1.0,False,True,0.299240600347622,2
42590,,,,22.0,14.0,LearningResponse,TRUE,True,3.0,tiger,panda,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,typed-response,718,1365644,0.0-718.0,panda,tiger,panda,,,,,,,,,,1.0,False,True,1.000000062173301,5
42591,,,,22.0,14.0,LearningResponse,TRUE,True,3.0,tiger,panda,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,typed-response,721,1372303,0.0-721.0,tiger,panda,tiger,,,,,,,,,,1.0,False,True,1.000000062173301,5
42593,,,,22.0,15.0,LearningResponse,TRUE,True,3.0,fungus,moth,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,typed-response,726,1382494,0.0-726.0,moth,fungus,moth,,,,,,,,,,1.0,False,True,0.42118623274423467,3
42594,,,,22.0,15.0,LearningResponse,TRUE,True,3.0,fungus,moth,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,typed-response,729,1388970,0.0-729.0,fungus,moth,fungus,,,,,,,,,,1.0,False,True,0.42118623274423467,3
42596,,,,22.0,16.0,LearningResponse,TRUE,True,3.0,filter,vacuum,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,typed-response,734,1399847,0.0-734.0,vacuum,filter,vacuum,,,,,,,,,,1.0,False,True,0.614644204708111,4
42597,,,,22.0,16.0,LearningResponse,TRUE,True,3.0,filter,vacuum,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,typed-response,737,1405617,0.0-737.0,filter,vacuum,filter,,,,,,,,,,1.0,False,True,0.614644204708111,4
42599,,,,22.0,17.0,LearningResponse,TRUE,True,3.0,chisel,spool,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,typed-response,742,1416026,0.0-742.0,spool,chisel,spool,,,,,,,,,,1.0,False,True,0.5619899706633167,3
42600,,,,22.0,17.0,LearningResponse,TRUE,True,3.0,chisel,spool,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,typed-response,745,1423627,0.0-745.0,chisel,spool,chisel,,,,,,,,,,1.0,False,True,0.5619899706633167,3
42602,,,,22.0,18.0,LearningResponse,TRUE,True,3.0,heater,tripod,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,typed-response,750,1435186,0.0-750.0,tripod,heater,tripod,,,,,,,,,,1.0,False,True,0.42639114640829195,3
42603,,,,22.0,18.0,LearningResponse,TRUE,True,3.0,heater,tripod,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,typed-response,753,1441074,0.0-753.0,heater,tripod,heater,,,,,,,,,,1.0,False,True,0.42639114640829195,3
42605,,,,22.0,19.0,LearningResponse,TRUE,True,3.0,raft,shorts,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,typed-response,758,1452717,0.0-758.0,shorts,raft,shorts,,,,,,,,,,1.0,False,True,0.213414433174442,2
42606,,,,22.0,19.0,LearningResponse,TRUE,True,3.0,raft,shorts,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,typed-response,761,1457651,0.0-761.0,raft,shorts,raft,,,,,,,,,,1.0,False,True,0.213414433174442,2
42608,,,,22.0,20.0,LearningResponse,TRUE,True,3.0,eagle,hawk,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,typed-response,766,1467897,0.0-766.0,hawk,eagle,hawk,,,,,,,,,,1.0,False,True,1.0000000473611077,5
42609,,,,22.0,20.0,LearningResponse,TRUE,True,3.0,eagle,hawk,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,typed-response,769,1473632,0.0-769.0,eagle,hawk,eagle,,,,,,,,,,1.0,False,True,1.0000000473611077,5
42611,,,,22.0,21.0,LearningResponse,TRUE,True,3.0,lion,fossil,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,typed-response,774,1484301,0.0-774.0,fossil,lion,fossil,,,,,,,,,,1.0,False,True,0.19652462362329093,1
42612,,,,22.0,21.0,LearningResponse,TRUE,True,3.0,lion,fossil,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,typed-response,777,1490216,0.0-777.0,lion,fossil,lion,,,,,,,,,,1.0,False,True,0.19652462362329093,1
42614,,,,22.0,22.0,LearningResponse,TRUE,True,3.0,record,kite,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,typed-response,782,1500180,0.0-782.0,kite,record,kite,,,,,,,,,,1.0,False,True,0.1502668807982888,1
42615,,,,22.0,22.0,LearningResponse,TRUE,True,3.0,record,kite,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,typed-response,785,1505799,0.0-785.0,record,kite,record,,,,,,,,,,1.0,False,True,0.1502668807982888,1
42676,1599.30000007153,<h1>heater</h1><br><br><br> Please press space as soon as you recall the target.,32.0,22.0,1.0,CuePresentation,TRUE,True,3.0,,,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,html-keyboard-response,873,1631759,0.0-873.0,,heater,tripod,,,,5.0,,,,,,1.0,True,True,0.42639114640829195,3
42677,,,,22.0,1.0,RecallResponse,TRUE,True,3.0,,,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,typed-response,874,1635059,0.0-874.0,tripod,heater,tripod,,,,5.0,,,,,,1.0,True,True,0.42639114640829195,3
42678,1020.10000002384,<h1>hawk</h1><br><br><br> Please press space as soon as you recall the target.,32.0,22.0,2.0,CuePresentation,TRUE,True,3.0,,,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,html-keyboard-response,877,1638088,0.0-877.0,,hawk,eagle,,,,3.0,,,,,,1.0,False,True,1.0000000473611077,5
42679,,,,22.0,2.0,RecallResponse,TRUE,True,3.0,,,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,typed-response,878,1640600,0.0-878.0,eagle,hawk,eagle,,,,3.0,,,,,,1.0,False,True,1.0000000473611077,5
42680,10795.8999999762,<h1>filter</h1><br><br><br> Please press space as soon as you recall the target.,32.0,22.0,3.0,CuePresentation,FALSE,True,3.0,,,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,html-keyboard-response,881,1653412,0.0-881.0,,filter,vacuum,,,,7.0,,,,,,0.0,True,True,0.614644204708111,4
42681,,,,22.0,3.0,RecallResponse,FALSE,True,3.0,,,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,typed-response,882,1656811,0.0-882.0,0,filter,vacuum,,,,7.0,,,,,,0.0,True,True,0.614644204708111,4
42682,1777.79999995232,<h1>panda</h1><br><br><br> Please press space as soon as you recall the target.,32.0,22.0,4.0,CuePresentation,TRUE,True,3.0,,,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,html-keyboard-response,885,1660602,0.0-885.0,,panda,tiger,,,,9.0,,,,,,1.0,True,True,1.000000062173301,5
42683,,,,22.0,4.0,RecallResponse,TRUE,True,3.0,,,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,typed-response,886,1663031,0.0-886.0,tiger,panda,tiger,,,,9.0,,,,,,1.0,True,True,1.000000062173301,5
42684,1635.30000007153,<h1>moth</h1><br><br><br> Please press space as soon as you recall the target.,32.0,22.0,5.0,CuePresentation,TRUE,True,3.0,,,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,html-keyboard-response,889,1666684,0.0-889.0,,moth,fungus,,,,8.0,,,,,,1.0,False,True,0.42118623274423467,3
42685,,,,22.0,5.0,RecallResponse,TRUE,True,3.0,,,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,typed-response,890,1669560,0.0-890.0,fungus,moth,fungus,,,,8.0,,,,,,1.0,False,True,0.42118623274423467,3
42686,1571.69999992847,<h1>turtle</h1><br><br><br> Please press space as soon as you recall the target.,32.0,22.0,6.0,CuePresentation,TRUE,True,3.0,,,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,html-keyboard-response,893,1673143,0.0-893.0,,turtle,parrot,,,,11.0,,,,,,1.0,False,True,0.6520642147741101,4
42687,,,,22.0,6.0,RecallResponse,TRUE,True,3.0,,,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,typed-response,894,1676231,0.0-894.0,parrot,turtle,parrot,,,,11.0,,,,,,1.0,False,True,0.6520642147741101,4
42688,1747.10000002384,<h1>raft</h1><br><br><br> Please press space as soon as you recall the target.,32.0,22.0,7.0,CuePresentation,TRUE,True,3.0,,,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,html-keyboard-response,897,1679990,0.0-897.0,,raft,shorts,,,,4.0,,,,,,1.0,True,True,0.213414433174442,2
42689,,,,22.0,7.0,RecallResponse,TRUE,True,3.0,,,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,typed-response,898,1682801,0.0-898.0,shorts,raft,shorts,,,,4.0,,,,,,1.0,True,True,0.213414433174442,2
42690,3612.5,<h1>pepper</h1><br><br><br> Please press space as soon as you recall the target.,32.0,22.0,8.0,CuePresentation,TRUE,True,3.0,,,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,html-keyboard-response,901,1688424,0.0-901.0,,pepper,game,,,,17.0,,,,,,1.0,False,True,0.058678138270947575,1
42691,,,,22.0,8.0,RecallResponse,TRUE,True,3.0,,,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,typed-response,902,1690624,0.0-902.0,game,pepper,game,,,,17.0,,,,,,1.0,False,True,0.058678138270947575,1
42692,4133.09999990463,<h1>globe</h1><br><br><br> Please press space as soon as you recall the target.,32.0,22.0,9.0,CuePresentation,TRUE,True,3.0,,,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,html-keyboard-response,905,1696776,0.0-905.0,,globe,coal,,,,22.0,,,,,,1.0,False,True,0.05216874231823626,1
42693,,,,22.0,9.0,RecallResponse,TRUE,True,3.0,,,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,typed-response,906,1698940,0.0-906.0,coal,globe,coal,,,,22.0,,,,,,1.0,False,True,0.05216874231823626,1
42694,1789.69999992847,<h1>fossil</h1><br><br><br> Please press space as soon as you recall the target.,32.0,22.0,10.0,CuePresentation,TRUE,True,3.0,,,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,html-keyboard-response,909,1702744,0.0-909.0,,fossil,lion,,,,2.0,,,,,,1.0,True,True,0.19652462362329093,1
42695,,,,22.0,10.0,RecallResponse,TRUE,True,3.0,,,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,typed-response,910,1704211,0.0-910.0,lion,fossil,lion,,,,2.0,,,,,,1.0,True,True,0.19652462362329093,1
42697,,,,2.0,1.0,LearningResponse,TRUE,True,4.0,fudge,rifle,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,typed-response,918,1738412,0.0-918.0,rifle,fudge,rifle,,,,,,,,,,1.0,False,True,0.025318974476643434,1
42698,,,,2.0,1.0,LearningResponse,TRUE,True,4.0,fudge,rifle,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,typed-response,921,1746427,0.0-921.0,fudge,rifle,fudge,,,,,,,,,,1.0,False,True,0.025318974476643434,1
42700,,,,2.0,2.0,LearningResponse,TRUE,True,4.0,knob,button,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,typed-response,926,1756718,0.0-926.0,button,knob,button,,,,,,,,,,1.0,False,True,0.8745436161243056,5
42701,,,,2.0,2.0,LearningResponse,TRUE,True,4.0,knob,button,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,typed-response,929,1761706,0.0-929.0,knob,button,knob,,,,,,,,,,1.0,False,True,0.8745436161243056,5
42762,1320.69999992847,<h1>rifle</h1><br><br><br> Please press space as soon as you recall the target.,32.0,2.0,1.0,CuePresentation,TRUE,True,4.0,,,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,html-keyboard-response,1017,1887550,0.0-1017.0,,rifle,fudge,,,,2.0,,,,,,1.0,True,True,0.025318974476643434,1
42763,,,,2.0,1.0,RecallResponse,TRUE,True,4.0,,,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,typed-response,1018,1890388,0.0-1018.0,fudge,rifle,fudge,,,,2.0,,,,,,1.0,True,True,0.025318974476643434,1
42764,961.100000023842,<h1>knob</h1><br><br><br> Please press space as soon as you recall the target.,32.0,2.0,2.0,CuePresentation,TRUE,True,4.0,,,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,html-keyboard-response,1021,1893358,0.0-1021.0,,knob,button,,,,1.0,,,,,,1.0,False,True,0.8745436161243056,5
42765,,,,2.0,2.0,RecallResponse,TRUE,True,4.0,,,True,7_8_2023_9_44_8,l3ypgznjdlksbxl,typed-response,1022,1895648,0.0-1022.0,button,knob,button,,,,1.0,,,,,,1.0,False,True,0.8745436161243056,5
42768,,,,10.0,1.0,LearningResponse,TRUE,True,1.0,spoon,saucer,True,12_8_2023_8_35_52,l73xjtabx6d9pnu,typed-response,6,34330,0.0-6.0,saucer,spoon,saucer,,,,,,,,,,1.0,False,True,0.999999996637915,5
42769,,,,10.0,1.0,LearningResponse,TRUE,True,1.0,spoon,saucer,True,12_8_2023_8_35_52,l73xjtabx6d9pnu,typed-response,9,40138,0.0-9.0,spoon,saucer,spoon,,,,,,,,,,1.0,False,True,0.999999996637915,5
42771,,,,10.0,2.0,LearningResponse,TRUE,True,1.0,makeup,paint,True,12_8_2023_8_35_52,l73xjtabx6d9pnu,typed-response,14,49950,0.0-14.0,paint,makeup,paint,,,,,,,,,,1.0,False,True,0.5059358101695669,3
42772,,,,10.0,2.0,LearningResponse,TRUE,True,1.0,makeup,paint,True,12_8_2023_8_35_52,l73xjtabx6d9pnu,typed-response,17,55351,0.0-17.0,makeup,paint,makeup,,,,,,,,,,1.0,False,True,0.5059358101695669,3
42774,,,,10.0,3.0,LearningResponse,TRUE,True,1.0,yarn,alpaca,True,12_8_2023_8_35_52,l73xjtabx6d9pnu,typed-response,22,65220,0.0-22.0,alpaca,yarn,alpaca,,,,,,,,,,1.0,False,True,0.7300086564131052,4
42775,,,,10.0,3.0,LearningResponse,TRUE,True,1.0,yarn,alpaca,True,12_8_2023_8_35_52,l73xjtabx6d9pnu,typed-response,25,70574,0.0-25.0,yarn,alpaca,yarn,,,,,,,,,,1.0,False,True,0.7300086564131052,4
42777,,,,10.0,4.0,LearningResponse,TRUE,True,1.0,squid,fish,True,12_8_2023_8_35_52,l73xjtabx6d9pnu,typed-response,30,80311,0.0-30.0,fish,squid,fish,,,,,,,,,,1.0,False,True,0.7524406064907906,4
42778,,,,10.0,4.0,LearningResponse,TRUE,True,1.0,squid,fish,True,12_8_2023_8_35_52,l73xjtabx6d9pnu,typed-response,33,85681,0.0-33.0,squid,fish,squid,,,,,,,,,,1.0,False,True,0.7524406064907906,4
42780,,,,10.0,5.0,LearningResponse,TRUE,True,1.0,crutch,camel,True,12_8_2023_8_35_52,l73xjtabx6d9pnu,typed-response,38,95823,0.0-38.0,camel,crutch,camel,,,,,,,,,,1.0,False,True,0.3668535624086244,2
42781,,,,10.0,5.0,LearningResponse,TRUE,True,1.0,crutch,camel,True,12_8_2023_8_35_52,l73xjtabx6d9pnu,typed-response,41,101804,0.0-41.0,crutch,camel,crutch,,,,,,,,,,1.0,False,True,0.3668535624086244,2
42783,,,,10.0,6.0,LearningResponse,TRUE,True,1.0,knob,button,True,12_8_2023_8_35_52,l73xjtabx6d9pnu,typed-response,46,114834,0.0-46.0,button,knob,button,,,,,,,,,,1.0,False,True,0.8745436161243056,5
42784,,,,10.0,6.0,LearningResponse,TRUE,True,1.0,knob,button,True,12_8_2023_8_35_52,l73xjtabx6d9pnu,typed-response,49,119818,0.0-49.0,knob,button,knob,,,,,,,,,,1.0,False,True,0.8745436161243056,5
42786,,,,10.0,7.0,LearningResponse,TRUE,True,1.0,beard,puck,True,12_8_2023_8_35_52,l73xjtabx6d9pnu,typed-response,54,129452,0.0-54.0,puck,beard,puck,,,,,,,,,,1.0,False,True,0.15867453185593056,1
42787,,,,10.0,7.0,LearningResponse,TRUE,True,1.0,beard,puck,True,12_8_2023_8_35_52,l73xjtabx6d9pnu,typed-response,57,134166,0.0-57.0,beard,puck,beard,,,,,,,,,,1.0,False,True,0.15867453185593056,1
42789,,,,10.0,8.0,LearningResponse,TRUE,True,1.0,mast,frame,True,12_8_2023_8_35_52,l73xjtabx6d9pnu,typed-response,62,144846,0.0-62.0,frame,mast,frame,,,,,,,,,,1.0,False,True,0.4552374182405689,3
42790,,,,10.0,8.0,LearningResponse,TRUE,True,1.0,mast,frame,True,12_8_2023_8_35_52,l73xjtabx6d9pnu,typed-response,65,149488,0.0-65.0,mast,frame,mast,,,,,,,,,,1.0,False,True,0.4552374182405689,3
42792,,,,10.0,9.0,LearningResponse,TRUE,True,1.0,bonnet,scoop,True,12_8_2023_8_35_52,l73xjtabx6d9pnu,typed-response,70,160856,0.0-70.0,scoop,bonnet,scoop,,,,,,,,,,1.0,False,True,0.29550152533905566,2
42793,,,,10.0,9.0,LearningResponse,TRUE,True,1.0,bonnet,scoop,True,12_8_2023_8_35_52,l73xjtabx6d9pnu,typed-response,73,166528,0.0-73.0,bonnet,scoop,bonnet,,,,,,,,,,1.0,False,True,0.29550152533905566,2
42795,,,,10.0,10.0,LearningResponse,TRUE,True,1.0,cannon,garlic,True,12_8_2023_8_35_52,l73xjtabx6d9pnu,typed-response,78,178152,0.0-78.0,garlic,cannon,garlic,,,,,,,,,,1.0,False,True,0.11498893411172474,1
42796,,,,10.0,10.0,LearningResponse,TRUE,True,1.0,cannon,garlic,True,12_8_2023_8_35_52,l73xjtabx6d9pnu,typed-response,81,183339,0.0-81.0,cannon,garlic,cannon,,,,,,,,,,1.0,False,True,0.11498893411172474,1
42857,3664.70000004768,<h1>alpaca</h1><br><br><br> Please press space as soon as you recall the target.,32.0,10.0,1.0,CuePresentation,TRUE,True,1.0,,,True,12_8_2023_8_35_52,l73xjtabx6d9pnu,html-keyboard-response,169,332428,0.0-169.0,,alpaca,yarn,,,,8.0,,,,,,1.0,False,True,0.7300086564131052,4
42858,,,,10.0,1.0,RecallResponse,TRUE,True,1.0,,,True,12_8_2023_8_35_52,l73xjtabx6d9pnu,typed-response,170,334665,0.0-170.0,yarn,alpaca,yarn,,,,8.0,,,,,,1.0,False,True,0.7300086564131052,4
42859,4965.20000004768,<h1>mast</h1><br><br><br> Please press space as soon as you recall the target.,32.0,10.0,2.0,CuePresentation,FALSE,True,1.0,,,True,12_8_2023_8_35_52,l73xjtabx6d9pnu,html-keyboard-response,173,341647,0.0-173.0,,mast,frame,,,,3.0,,,,,,0.0,False,True,0.4552374182405689,3
42860,,,,10.0,2.0,RecallResponse,FALSE,True,1.0,,,True,12_8_2023_8_35_52,l73xjtabx6d9pnu,typed-response,174,342951,0.0-174.0,0,mast,frame,,,,3.0,,,,,,0.0,False,True,0.4552374182405689,3
42861,1050.20000004768,<h1>bonnet</h1><br><br><br> Please press space as soon as you recall the target.,32.0,10.0,3.0,CuePresentation,TRUE,True,1.0,,,True,12_8_2023_8_35_52,l73xjtabx6d9pnu,html-keyboard-response,177,346016,0.0-177.0,,bonnet,scoop,,,,2.0,,,,,,1.0,True,True,0.29550152533905566,2
42862,,,,10.0,3.0,RecallResponse,TRUE,True,1.0,,,True,12_8_2023_8_35_52,l73xjtabx6d9pnu,typed-response,178,347779,0.0-178.0,scoop,bonnet,scoop,,,,2.0,,,,,,1.0,True,True,0.29550152533905566,2
42863,4167.79999995232,<h1>garlic</h1><br><br><br> Please press space as soon as you recall the target.,32.0,10.0,4.0,CuePresentation,TRUE,True,1.0,,,True,12_8_2023_8_35_52,l73xjtabx6d9pnu,html-keyboard-response,181,353962,0.0-181.0,,garlic,cannon,,,,1.0,,,,,,1.0,False,True,0.11498893411172474,1
42864,,,,10.0,4.0,RecallResponse,TRUE,True,1.0,,,True,12_8_2023_8_35_52,l73xjtabx6d9pnu,typed-response,182,355687,0.0-182.0,cannon,garlic,cannon,,,,1.0,,,,,,1.0,False,True,0.11498893411172474,1
42865,2231.20000004768,<h1>beard</h1><br><br><br> Please press space as soon as you recall the target.,32.0,10.0,5.0,CuePresentation,TRUE,True,1.0,,,True,12_8_2023_8_35_52,l73xjtabx6d9pnu,html-keyboard-response,185,359934,0.0-185.0,,beard,puck,,,,4.0,,,,,,1.0,True,True,0.15867453185593056,1
42866,,,,10.0,5.0,RecallResponse,TRUE,True,1.0,,,True,12_8_2023_8_35_52,l73xjtabx6d9pnu,typed-response,186,361257,0.0-186.0,puck,beard,puck,,,,4.0,,,,,,1.0,True,True,0.15867453185593056,1
42867,4606.09999990463,<h1>squid</h1><br><br><br> Please press space as soon as you recall the target.,32.0,10.0,6.0,CuePresentation,TRUE,True,1.0,,,True,12_8_2023_8_35_52,l73xjtabx6d9pnu,html-keyboard-response,189,367877,0.0-189.0,,squid,fish,,,,7.0,,,,,,1.0,True,True,0.7524406064907906,4
42868,,,,10.0,6.0,RecallResponse,TRUE,True,1.0,,,True,12_8_2023_8_35_52,l73xjtabx6d9pnu,typed-response,190,369102,0.0-190.0,fish,squid,fish,,,,7.0,,,,,,1.0,True,True,0.7524406064907906,4
42869,4729.90000009537,<h1>paint</h1><br><br><br> Please press space as soon as you recall the target.,32.0,10.0,7.0,CuePresentation,TRUE,True,1.0,,,True,12_8_2023_8_35_52,l73xjtabx6d9pnu,html-keyboard-response,193,375848,0.0-193.0,,paint,makeup,,,,9.0,,,,,,1.0,True,True,0.5059358101695669,3
42870,,,,10.0,7.0,RecallResponse,TRUE,True,1.0,,,True,12_8_2023_8_35_52,l73xjtabx6d9pnu,typed-response,194,377607,0.0-194.0,makeup,paint,makeup,,,,9.0,,,,,,1.0,True,True,0.5059358101695669,3
42871,6161.0,<h1>saucer</h1><br><br><br> Please press space as soon as you recall the target.,32.0,10.0,8.0,CuePresentation,TRUE,True,1.0,,,True,12_8_2023_8_35_52,l73xjtabx6d9pnu,html-keyboard-response,197,385785,0.0-197.0,,saucer,spoon,,,,10.0,,,,,,1.0,False,True,0.999999996637915,5
42872,,,,10.0,8.0,RecallResponse,TRUE,True,1.0,,,True,12_8_2023_8_35_52,l73xjtabx6d9pnu,typed-response,198,388263,0.0-198.0,spoon,saucer,spoon,,,,10.0,,,,,,1.0,False,True,0.999999996637915,5
42873,2061.29999995232,<h1>knob</h1><br><br><br> Please press space as soon as you recall the target.,32.0,10.0,9.0,CuePresentation,TRUE,True,1.0,,,True,12_8_2023_8_35_52,l73xjtabx6d9pnu,html-keyboard-response,201,392343,0.0-201.0,,knob,button,,,,5.0,,,,,,1.0,True,True,0.8745436161243056,5
42874,,,,10.0,9.0,RecallResponse,TRUE,True,1.0,,,True,12_8_2023_8_35_52,l73xjtabx6d9pnu,typed-response,202,393758,0.0-202.0,button,knob,button,,,,5.0,,,,,,1.0,True,True,0.8745436161243056,5
42875,5933.80000019073,<h1>camel</h1><br><br><br> Please press space as soon as you recall the target.,32.0,10.0,10.0,CuePresentation,TRUE,True,1.0,,,True,12_8_2023_8_35_52,l73xjtabx6d9pnu,html-keyboard-response,205,401713,0.0-205.0,,camel,crutch,,,,6.0,,,,,,1.0,False,True,0.3668535624086244,2
42876,,,,10.0,10.0,RecallResponse,TRUE,True,1.0,,,True,12_8_2023_8_35_52,l73xjtabx6d9pnu,typed-response,206,404287,0.0-206.0,cruth,camel,crutch,,,,6.0,,,,,,1.0,False,True,0.3668535624086244,2
42878,,,,8.0,1.0,LearningResponse,TRUE,True,2.0,radio,dress,True,12_8_2023_8_35_52,l73xjtabx6d9pnu,typed-response,214,432304,0.0-214.0,dress,radio,dress,,,,,,,,,,1.0,False,True,0.003992160614717995,1
42879,,,,8.0,1.0,LearningResponse,TRUE,True,2.0,radio,dress,True,12_8_2023_8_35_52,l73xjtabx6d9pnu,typed-response,217,437489,0.0-217.0,radio,dress,radio,,,,,,,,,,1.0,False,True,0.003992160614717995,1
42881,,,,8.0,2.0,LearningResponse,TRUE,True,2.0,kitten,beetle,True,12_8_2023_8_35_52,l73xjtabx6d9pnu,typed-response,222,447811,0.0-222.0,beetle,kitten,beetle,,,,,,,,,,1.0,False,True,0.31663955483072204,2
42882,,,,8.0,2.0,LearningResponse,TRUE,True,2.0,kitten,beetle,True,12_8_2023_8_35_52,l73xjtabx6d9pnu,typed-response,225,453053,0.0-225.0,kitten,beetle,kitten,,,,,,,,,,1.0,False,True,0.31663955483072204,2
