arm,sweep,model,repeat_index,task,signature,test,weight,threshold_p,n,block_len,theta,null,boot_p,direction_correct
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,1,moral_machine,utilitarian_preference,proportion_test,1.5,0.05,10,2,1.0,0.5,0.0004997501249375312,True
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,1,moral_machine,age_preference_save_young,proportion_test,1.0,0.05,10,2,1.0,0.5,0.0004997501249375312,True
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,1,moral_machine,species_preference_save_human,proportion_test,1.5,0.05,10,2,1.0,0.5,0.0004997501249375312,True
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,1,moral_machine,legality_preference_save_lawful,proportion_test,1.0,0.05,6,2,0.8333333333333334,0.5,0.004997501249375313,True
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,1,phishing_detection_v2,above_chance_discrimination,paired_proportion_test,2.0,0.05,60,4,0.7000000000000001,0.0,0.0004997501249375312,True
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,1,phishing_detection_v2,learning_effect,paired_proportion_test,1.5,0.05,20,3,0.0,0.0,1.0,False
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,1,phishing_detection_v2,above_chance_overall,proportion_test,1.0,0.05,60,4,0.85,0.5,0.0004997501249375312,True
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,1,phishing_detection_v2,practice_rt_speedup,correlation_test,1.0,0.05,60,4,0.18576852560980844,0.0,0.7956021989005497,False
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,1,random_dot_motion_v2,coherence_accuracy_psychometric,correlation_test,2.0,0.05,73,4,0.07149336629308409,0.0,0.280359820089955,True
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,1,random_dot_motion_v2,coherence_rt_chronometric,correlation_test,1.5,0.05,36,3,-0.17558590851918918,0.0,0.07396301849075462,True
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,1,random_dot_motion_v2,above_chance_low_coherence,proportion_test,0.5,0.05,28,3,0.4642857142857143,0.5,0.6541729135432284,False
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,1,random_dot_motion_v2,above_chance_overall,proportion_test,1.0,0.05,73,4,0.4931506849315068,0.5,0.567216391804098,False
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,1,repeated_games,above_chance_coordination_bos,proportion_test,1.5,0.05,15,2,0.8,0.5,0.019490254872563718,True
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,1,repeated_games,round_rt_speedup,correlation_test,1.0,0.05,30,3,0.49114274723005125,0.0,0.9845077461269365,False
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,1,tiny_alchemy,above_chance_discovery,proportion_test,2.0,0.05,10,2,0.6,0.55,0.3683158420789605,True
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,1,visual_recognition,above_chance_discrimination,paired_proportion_test,2.0,0.05,24,3,0.022222222222222254,0.0,0.5082458770614693,True
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,1,visual_recognition,above_chance_accuracy,proportion_test,1.5,0.05,24,3,0.5,0.5,0.6031984007996002,False
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,1,visual_recognition,low_false_alarm_rate,proportion_test,0.5,0.05,15,2,0.5333333333333333,0.5,0.6626686656671664,False
panel,rebuttal_v1_batch2_20260725_150651,qwen3-vl-235b-instruct,1,effort_foraging,above_chance_mvt_match,proportion_test,1.5,0.05,40,3,0.025,0.5,1.0,False
panel,rebuttal_v1_batch2_20260725_150651,qwen3-vl-235b-instruct,1,effort_foraging,above_chance_total_reward,proportion_test,1.0,0.05,40,3,0.5,0.5,0.519240379810095,False
panel,rebuttal_v1_batch2_20260725_150651,qwen3-vl-235b-instruct,1,effort_foraging,harvest_rt_speedup,correlation_test,1.0,0.05,40,3,0.25422138836772984,0.0,0.9545227386306847,False
panel,rebuttal_v1_batch2_20260725_150651,qwen3-vl-235b-instruct,1,grid_bandit,kraken_avoidance_in_risky,proportion_test,1.5,0.05,50,4,0.4,0.5,0.2698650674662669,True
panel,rebuttal_v1_batch2_20260725_150651,qwen3-vl-235b-instruct,1,grid_bandit,value_directed_exploitation,correlation_test,1.5,0.05,99,5,-0.5424910478880637,0.0,0.0004997501249375312,True
panel,rebuttal_v1_batch2_20260725_150651,qwen3-vl-235b-instruct,1,grid_bandit,above_chance_reward,proportion_test,1.0,0.05,110,5,0.8,0.5,0.0004997501249375312,True
panel,rebuttal_v1_batch2_20260725_150651,qwen3-vl-235b-instruct,1,grid_bandit,within_block_learning,correlation_test,1.0,0.05,110,5,0.11779086856148756,0.0,0.11744127936031984,True
panel,rebuttal_v1_batch2_20260725_150651,qwen3-vl-235b-instruct,1,grid_bandit,within_block_rt_speedup,correlation_test,1.0,0.05,110,5,-0.07301361546899884,0.0,0.15592203898050974,True
panel,rebuttal_v1_batch2_20260725_150651,qwen3-vl-235b-instruct,1,marbles_risk,above_chance_ev_optimal,proportion_test,1.5,0.05,5,2,0.6,0.5,0.14842578710644677,True
panel,rebuttal_v1_batch2_20260725_150651,qwen3-vl-235b-instruct,1,phishing_detection_v2,above_chance_discrimination,paired_proportion_test,2.0,0.05,23,3,0.0,0.0,1.0,False
panel,rebuttal_v1_batch2_20260725_150651,qwen3-vl-235b-instruct,1,phishing_detection_v2,above_chance_overall,proportion_test,1.0,0.05,23,3,0.5652173913043478,0.5,0.18840579710144928,True
panel,rebuttal_v1_batch2_20260725_150651,qwen3-vl-235b-instruct,1,phishing_detection_v2,practice_rt_speedup,correlation_test,1.0,0.05,23,3,-0.5765247990968018,0.0,0.059470264867566215,True
panel,rebuttal_v1_batch2_20260725_150651,qwen3-vl-235b-instruct,1,random_dot_motion_v2,above_chance_overall,proportion_test,1.0,0.05,7,2,0.2857142857142857,0.5,0.855072463768116,False
panel,rebuttal_v1_batch2_20260725_150651,qwen3-vl-235b-instruct,1,repeated_games,round_rt_speedup,correlation_test,1.0,0.05,15,2,0.16428571428571428,0.0,0.7156421789105447,False
panel,rebuttal_v1_batch2_20260725_150651,qwen3-vl-235b-instruct,1,serial_recall_v2,above_chance_recall,proportion_test,1.5,0.05,16,3,0.625,0.05,0.0004997501249375312,True
panel,rebuttal_v1_batch2_20260725_150651,qwen3-vl-235b-instruct,1,serial_recall_v2,similarity_aids_recall,correlation_test,1.5,0.05,16,3,-0.3464101615137755,0.0,0.993503248375812,False
panel,rebuttal_v1_batch2_20260725_150651,qwen3-vl-235b-instruct,1,serial_recall_v2,high_vs_low_sim_advantage,paired_proportion_test,1.0,0.05,8,2,-0.5,0.0,0.9250374812593704,False
panel,rebuttal_v1_batch2_20260725_150651,qwen3-vl-235b-instruct,1,serial_recall_v2,similarity_rt_effect,correlation_test,1.0,0.05,16,3,0.10914103126634983,0.0,0.6121939030484758,False
panel,rebuttal_v1_batch2_20260725_150651,qwen3-vl-235b-instruct,1,tiny_alchemy,above_chance_discovery,proportion_test,2.0,0.05,8,2,0.875,0.55,0.0069965017491254375,True
panel,rebuttal_v1_batch2_20260725_150651,gemini-3-flash-preview,2,effort_foraging,above_chance_mvt_match,proportion_test,1.5,0.05,80,4,0.2,0.5,0.9995002498750625,False
panel,rebuttal_v1_batch2_20260725_150651,gemini-3-flash-preview,2,effort_foraging,above_chance_total_reward,proportion_test,1.0,0.05,80,4,0.3125,0.5,0.9830084957521239,False
panel,rebuttal_v1_batch2_20260725_150651,gemini-3-flash-preview,2,effort_foraging,harvest_rt_speedup,correlation_test,1.0,0.05,80,4,0.04635884762464029,0.0,0.6976511744127936,False
panel,rebuttal_v1_batch2_20260725_150651,gemini-3-flash-preview,2,grid_bandit,kraken_avoidance_in_risky,proportion_test,1.5,0.05,50,4,0.2,0.5,0.0009995002498750624,True
panel,rebuttal_v1_batch2_20260725_150651,gemini-3-flash-preview,2,grid_bandit,value_directed_exploitation,correlation_test,1.5,0.05,99,5,-0.3049545725039241,0.0,0.00849575212393803,True
panel,rebuttal_v1_batch2_20260725_150651,gemini-3-flash-preview,2,grid_bandit,above_chance_reward,proportion_test,1.0,0.05,110,5,0.7909090909090909,0.5,0.0004997501249375312,True
panel,rebuttal_v1_batch2_20260725_150651,gemini-3-flash-preview,2,grid_bandit,within_block_learning,correlation_test,1.0,0.05,110,5,0.372109438015261,0.0,0.0014992503748125937,True
panel,rebuttal_v1_batch2_20260725_150651,gemini-3-flash-preview,2,grid_bandit,within_block_rt_speedup,correlation_test,1.0,0.05,110,5,-0.03164753981079472,0.0,0.4827586206896552,True
panel,rebuttal_v1_batch2_20260725_150651,gemini-3-flash-preview,2,marbles_risk,ev_sensitivity,correlation_test,2.0,0.05,64,4,0.5402380240266358,0.0,0.0004997501249375312,True
panel,rebuttal_v1_batch2_20260725_150651,gemini-3-flash-preview,2,marbles_risk,above_chance_ev_optimal,proportion_test,1.5,0.05,60,4,1.0,0.5,0.0004997501249375312,True
panel,rebuttal_v1_batch2_20260725_150651,gemini-3-flash-preview,2,marbles_risk,magnitude_effect_high_payoff,correlation_test,1.0,0.05,64,4,0.4938959385544311,0.0,0.0004997501249375312,True
panel,rebuttal_v1_batch2_20260725_150651,gemini-3-flash-preview,2,marbles_risk,ev_difference_rt_effect,correlation_test,1.0,0.05,64,4,0.004036750251424421,0.0,0.5582208895552224,False
panel,rebuttal_v1_batch2_20260725_150651,gemini-3-flash-preview,2,moral_machine,utilitarian_preference,proportion_test,1.5,0.05,3,2,1.0,0.5,0.0004997501249375312,True
panel,rebuttal_v1_batch2_20260725_150651,gemini-3-flash-preview,2,moral_machine,age_preference_save_young,proportion_test,1.0,0.05,3,2,1.0,0.5,0.0004997501249375312,True
panel,rebuttal_v1_batch2_20260725_150651,gemini-3-flash-preview,2,moral_machine,species_preference_save_human,proportion_test,1.5,0.05,2,2,1.0,0.5,0.0004997501249375312,True
panel,rebuttal_v1_batch2_20260725_150651,gemini-3-flash-preview,2,phishing_detection_v2,above_chance_discrimination,paired_proportion_test,2.0,0.05,60,4,0.6666666666666666,0.0,0.0004997501249375312,True
panel,rebuttal_v1_batch2_20260725_150651,gemini-3-flash-preview,2,phishing_detection_v2,learning_effect,paired_proportion_test,1.5,0.05,20,3,-0.19999999999999996,0.0,1.0,False
panel,rebuttal_v1_batch2_20260725_150651,gemini-3-flash-preview,2,phishing_detection_v2,above_chance_overall,proportion_test,1.0,0.05,60,4,0.8333333333333334,0.5,0.0004997501249375312,True
panel,rebuttal_v1_batch2_20260725_150651,gemini-3-flash-preview,2,phishing_detection_v2,practice_rt_speedup,correlation_test,1.0,0.05,60,4,-0.30367399060699457,0.0,0.017991004497751123,True
panel,rebuttal_v1_batch2_20260725_150651,gemini-3-flash-preview,2,random_dot_motion_v2,coherence_accuracy_psychometric,correlation_test,2.0,0.05,100,5,0.20622250549877805,0.0,0.006496751624187906,True
panel,rebuttal_v1_batch2_20260725_150651,gemini-3-flash-preview,2,random_dot_motion_v2,coherence_rt_chronometric,correlation_test,1.5,0.05,80,4,-0.0137332284128726,0.0,0.5677161419290355,True
panel,rebuttal_v1_batch2_20260725_150651,gemini-3-flash-preview,2,random_dot_motion_v2,above_chance_low_coherence,proportion_test,0.5,0.05,40,3,0.7,0.5,0.018490754622688656,True
panel,rebuttal_v1_batch2_20260725_150651,gemini-3-flash-preview,2,random_dot_motion_v2,above_chance_overall,proportion_test,1.0,0.05,100,5,0.8,0.5,0.0004997501249375312,True
panel,rebuttal_v1_batch2_20260725_150651,gemini-3-flash-preview,2,repeated_games,above_chance_coordination_bos,proportion_test,1.5,0.05,15,2,0.8,0.5,0.02448775612193903,True
panel,rebuttal_v1_batch2_20260725_150651,gemini-3-flash-preview,2,repeated_games,cooperation_when_opp_cooperated,proportion_test,1.0,0.05,14,2,1.0,0.5,0.0004997501249375312,True
panel,rebuttal_v1_batch2_20260725_150651,gemini-3-flash-preview,2,repeated_games,round_rt_speedup,correlation_test,1.0,0.05,30,3,-0.5321455900115074,0.0,0.02798600699650175,True
panel,rebuttal_v1_batch2_20260725_150651,gemini-3-flash-preview,2,serial_recall_v2,above_chance_recall,proportion_test,1.5,0.05,16,3,0.6875,0.05,0.0004997501249375312,True
panel,rebuttal_v1_batch2_20260725_150651,gemini-3-flash-preview,2,serial_recall_v2,similarity_aids_recall,correlation_test,1.5,0.05,16,3,-0.1809068067466582,0.0,0.8327491236855283,False
panel,rebuttal_v1_batch2_20260725_150651,gemini-3-flash-preview,2,serial_recall_v2,high_vs_low_sim_advantage,paired_proportion_test,1.0,0.05,8,2,-0.25,0.0,1.0,False
panel,rebuttal_v1_batch2_20260725_150651,gemini-3-flash-preview,2,serial_recall_v2,similarity_rt_effect,correlation_test,1.0,0.05,16,3,0.2546624062881496,0.0,0.9765117441279361,False
panel,rebuttal_v1_batch2_20260725_150651,gemini-3-flash-preview,2,tiny_alchemy,above_chance_discovery,proportion_test,2.0,0.05,70,4,0.37142857142857144,0.55,0.9855072463768116,False
panel,rebuttal_v1_batch2_20260725_150651,gemini-3-flash-preview,2,visual_recognition,above_chance_discrimination,paired_proportion_test,2.0,0.05,100,5,-0.06,0.0,0.7451274362818591,False
panel,rebuttal_v1_batch2_20260725_150651,gemini-3-flash-preview,2,visual_recognition,above_chance_accuracy,proportion_test,1.5,0.05,100,5,0.47,0.5,0.7526236881559221,False
panel,rebuttal_v1_batch2_20260725_150651,gemini-3-flash-preview,2,visual_recognition,low_false_alarm_rate,proportion_test,0.5,0.05,50,4,0.52,0.5,0.8045977011494253,False
panel,rebuttal_v1_batch2_20260725_150651,gpt-5.4-nano,2,effort_foraging,above_chance_mvt_match,proportion_test,1.5,0.05,80,4,0.225,0.5,0.9995002498750625,False
panel,rebuttal_v1_batch2_20260725_150651,gpt-5.4-nano,2,effort_foraging,above_chance_total_reward,proportion_test,1.0,0.05,80,4,0.3125,0.5,0.9805097451274363,False
panel,rebuttal_v1_batch2_20260725_150651,gpt-5.4-nano,2,effort_foraging,harvest_rt_speedup,correlation_test,1.0,0.05,80,4,-0.1549361968582483,0.0,0.15942028985507245,True
panel,rebuttal_v1_batch2_20260725_150651,gpt-5.4-nano,2,grid_bandit,kraken_avoidance_in_risky,proportion_test,1.5,0.05,50,4,0.48,0.5,0.33383308345827084,True
panel,rebuttal_v1_batch2_20260725_150651,gpt-5.4-nano,2,grid_bandit,value_directed_exploitation,correlation_test,1.5,0.05,99,5,-0.04523039760731673,0.0,0.30934532733633185,True
panel,rebuttal_v1_batch2_20260725_150651,gpt-5.4-nano,2,grid_bandit,above_chance_reward,proportion_test,1.0,0.05,110,5,0.3181818181818182,0.5,0.9900049975012494,False
panel,rebuttal_v1_batch2_20260725_150651,gpt-5.4-nano,2,grid_bandit,within_block_learning,correlation_test,1.0,0.05,110,5,0.22560974706433692,0.0,0.0734632683658171,True
panel,rebuttal_v1_batch2_20260725_150651,gpt-5.4-nano,2,grid_bandit,within_block_rt_speedup,correlation_test,1.0,0.05,110,5,-0.05676621707794517,0.0,0.25837081459270367,True
panel,rebuttal_v1_batch2_20260725_150651,gpt-5.4-nano,2,marbles_risk,ev_sensitivity,correlation_test,2.0,0.05,64,4,-0.043461683879228157,0.0,0.6271864067966016,False
panel,rebuttal_v1_batch2_20260725_150651,gpt-5.4-nano,2,marbles_risk,above_chance_ev_optimal,proportion_test,1.5,0.05,60,4,0.5666666666666667,0.5,0.15242378810594703,True
panel,rebuttal_v1_batch2_20260725_150651,gpt-5.4-nano,2,marbles_risk,magnitude_effect_high_payoff,correlation_test,1.0,0.05,64,4,0.1296094803544287,0.0,0.0864567716141929,True
panel,rebuttal_v1_batch2_20260725_150651,gpt-5.4-nano,2,marbles_risk,ev_difference_rt_effect,correlation_test,1.0,0.05,64,4,0.03596336329163128,0.0,0.6226886556721639,False
panel,rebuttal_v1_batch2_20260725_150651,gpt-5.4-nano,2,phishing_detection_v2,above_chance_discrimination,paired_proportion_test,2.0,0.05,22,3,0.7166666666666667,0.0,0.0004997501249375312,True
panel,rebuttal_v1_batch2_20260725_150651,gpt-5.4-nano,2,phishing_detection_v2,above_chance_overall,proportion_test,1.0,0.05,22,3,0.8636363636363636,0.5,0.0004997501249375312,True
panel,rebuttal_v1_batch2_20260725_150651,gpt-5.4-nano,2,phishing_detection_v2,practice_rt_speedup,correlation_test,1.0,0.05,22,3,0.23216401092485345,0.0,0.6666666666666666,False
panel,rebuttal_v1_batch2_20260725_150651,gpt-5.4-nano,2,random_dot_motion_v2,coherence_accuracy_psychometric,correlation_test,2.0,0.05,95,5,0.07605776240955883,0.0,0.2893553223388306,True
panel,rebuttal_v1_batch2_20260725_150651,gpt-5.4-nano,2,random_dot_motion_v2,coherence_rt_chronometric,correlation_test,1.5,0.05,50,4,0.04213386211837884,0.0,0.7246376811594203,False
panel,rebuttal_v1_batch2_20260725_150651,gpt-5.4-nano,2,random_dot_motion_v2,above_chance_low_coherence,proportion_test,0.5,0.05,36,3,0.5,0.5,0.6531734132933533,False
panel,rebuttal_v1_batch2_20260725_150651,gpt-5.4-nano,2,random_dot_motion_v2,above_chance_overall,proportion_test,1.0,0.05,95,5,0.5263157894736842,0.5,0.3473263368315842,True
panel,rebuttal_v1_batch2_20260725_150651,gpt-5.4-nano,2,serial_recall_v2,above_chance_recall,proportion_test,1.5,0.05,16,3,0.0625,0.05,0.6571714142928535,True
panel,rebuttal_v1_batch2_20260725_150651,gpt-5.4-nano,2,serial_recall_v2,similarity_aids_recall,correlation_test,1.5,0.05,16,3,0.11547005383792514,0.0,0.014265335235378032,True
panel,rebuttal_v1_batch2_20260725_150651,gpt-5.4-nano,2,serial_recall_v2,high_vs_low_sim_advantage,paired_proportion_test,1.0,0.05,8,2,0.0,0.0,1.0,False
panel,rebuttal_v1_batch2_20260725_150651,gpt-5.4-nano,2,serial_recall_v2,similarity_rt_effect,correlation_test,1.0,0.05,16,3,-0.09701425001453319,0.0,0.36031984007996004,True
panel,rebuttal_v1_batch2_20260725_150651,gpt-5.4-nano,2,tiny_alchemy,above_chance_discovery,proportion_test,2.0,0.05,14,2,0.6428571428571429,0.55,0.28835582208895555,True
panel,rebuttal_v1_batch2_20260725_150651,gpt-5.4-nano,2,visual_recognition,above_chance_discrimination,paired_proportion_test,2.0,0.05,26,3,0.024242424242424288,0.0,0.4587706146926537,True
panel,rebuttal_v1_batch2_20260725_150651,gpt-5.4-nano,2,visual_recognition,above_chance_accuracy,proportion_test,1.5,0.05,26,3,0.5769230769230769,0.5,0.22588705647176413,True
panel,rebuttal_v1_batch2_20260725_150651,gpt-5.4-nano,2,visual_recognition,low_false_alarm_rate,proportion_test,0.5,0.05,11,2,0.9090909090909091,0.5,1.0,False
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,2,effort_foraging,above_chance_mvt_match,proportion_test,1.5,0.05,80,4,0.125,0.5,1.0,False
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,2,effort_foraging,above_chance_total_reward,proportion_test,1.0,0.05,80,4,0.3875,0.5,0.8830584707646177,False
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,2,effort_foraging,harvest_rt_speedup,correlation_test,1.0,0.05,80,4,-0.5251463360306967,0.0,0.0004997501249375312,True
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,2,grid_bandit,kraken_avoidance_in_risky,proportion_test,1.5,0.05,20,3,0.05,0.5,0.0004997501249375312,True
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,2,grid_bandit,value_directed_exploitation,correlation_test,1.5,0.05,27,3,0.2662292407784577,0.0,0.9585207396301849,False
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,2,grid_bandit,above_chance_reward,proportion_test,1.0,0.05,30,3,0.8666666666666667,0.5,0.0004997501249375312,True
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,2,grid_bandit,within_block_learning,correlation_test,1.0,0.05,30,3,0.016666468837220907,0.0,0.6646676661669165,True
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,2,grid_bandit,within_block_rt_speedup,correlation_test,1.0,0.05,30,3,-0.06368778690407854,0.0,0.36881559220389803,True
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,2,marbles_risk,ev_sensitivity,correlation_test,2.0,0.05,25,3,0.6186048069232248,0.0,0.0004997501249375312,True
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,2,marbles_risk,above_chance_ev_optimal,proportion_test,1.5,0.05,24,3,1.0,0.5,0.0004997501249375312,True
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,2,marbles_risk,magnitude_effect_high_payoff,correlation_test,1.0,0.05,25,3,0.5354063892233892,0.0,0.0005,True
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,2,marbles_risk,ev_difference_rt_effect,correlation_test,1.0,0.05,25,3,-0.010438959125284515,0.0,0.5567216391804098,True
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,2,moral_machine,utilitarian_preference,proportion_test,1.5,0.05,10,2,0.9,0.5,0.0009995002498750624,True
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,2,moral_machine,age_preference_save_young,proportion_test,1.0,0.05,10,2,0.2,0.5,0.9730134932533733,False
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,2,moral_machine,species_preference_save_human,proportion_test,1.5,0.05,10,2,0.5,0.5,0.6221889055472264,False
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,2,moral_machine,legality_preference_save_lawful,proportion_test,1.0,0.05,6,2,0.6666666666666666,0.5,0.5167416291854073,True
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,2,phishing_detection_v2,above_chance_discrimination,paired_proportion_test,2.0,0.05,60,4,0.8,0.0,0.0004997501249375312,True
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,2,phishing_detection_v2,learning_effect,paired_proportion_test,1.5,0.05,20,3,0.19999999999999996,0.0,0.06347607052896725,True
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,2,phishing_detection_v2,above_chance_overall,proportion_test,1.0,0.05,60,4,0.9,0.5,0.0004997501249375312,True
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,2,phishing_detection_v2,practice_rt_speedup,correlation_test,1.0,0.05,60,4,-0.23163751148035736,0.0,0.04597701149425287,True
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,2,random_dot_motion_v2,coherence_accuracy_psychometric,correlation_test,2.0,0.05,37,3,-0.0257564206976689,0.0,0.4917541229385307,False
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,2,random_dot_motion_v2,coherence_rt_chronometric,correlation_test,1.5,0.05,19,3,0.4073154720443047,0.0,0.8725637181409296,False
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,2,random_dot_motion_v2,above_chance_low_coherence,proportion_test,0.5,0.05,11,2,0.45454545454545453,0.5,0.7656171914042978,False
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,2,random_dot_motion_v2,above_chance_overall,proportion_test,1.0,0.05,37,3,0.5135135135135135,0.5,0.4682658670664668,True
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,2,repeated_games,above_chance_coordination_bos,proportion_test,1.5,0.05,15,2,0.3333333333333333,0.5,0.9960019990004998,False
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,2,repeated_games,cooperation_when_opp_cooperated,proportion_test,1.0,0.05,14,2,1.0,0.5,0.0004997501249375312,True
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,2,repeated_games,round_rt_speedup,correlation_test,1.0,0.05,30,3,-0.008022295326806645,0.0,0.4662668665667166,True
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,2,serial_recall_v2,above_chance_recall,proportion_test,1.5,0.05,16,3,0.0625,0.05,0.6416791604197901,True
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,2,serial_recall_v2,similarity_aids_recall,correlation_test,1.5,0.05,16,3,-0.34641016151377546,0.0,1.0,False
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,2,serial_recall_v2,high_vs_low_sim_advantage,paired_proportion_test,1.0,0.05,8,2,-0.25,0.0,1.0,False
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,2,serial_recall_v2,similarity_rt_effect,correlation_test,1.0,0.05,16,3,0.12126781251816648,0.0,0.6561719140429785,False
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,2,visual_recognition,above_chance_discrimination,paired_proportion_test,2.0,0.05,52,4,0.0,0.0,0.6546726636681659,False
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,2,visual_recognition,above_chance_accuracy,proportion_test,1.5,0.05,52,4,0.5,0.5,0.567216391804098,False
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,2,visual_recognition,low_false_alarm_rate,proportion_test,0.5,0.05,26,3,0.9615384615384616,0.5,1.0,False
panel,rebuttal_v1_batch2_20260725_150651,qwen3-vl-235b-instruct,2,effort_foraging,above_chance_mvt_match,proportion_test,1.5,0.05,36,3,0.027777777777777776,0.5,1.0,False
panel,rebuttal_v1_batch2_20260725_150651,qwen3-vl-235b-instruct,2,effort_foraging,above_chance_total_reward,proportion_test,1.0,0.05,36,3,0.1388888888888889,0.5,1.0,False
panel,rebuttal_v1_batch2_20260725_150651,qwen3-vl-235b-instruct,2,effort_foraging,harvest_rt_speedup,correlation_test,1.0,0.05,36,3,0.37915057915057915,0.0,0.9955022488755623,False
panel,rebuttal_v1_batch2_20260725_150651,qwen3-vl-235b-instruct,2,grid_bandit,kraken_avoidance_in_risky,proportion_test,1.5,0.05,50,4,0.7,0.5,0.9705147426286856,False
panel,rebuttal_v1_batch2_20260725_150651,qwen3-vl-235b-instruct,2,grid_bandit,value_directed_exploitation,correlation_test,1.5,0.05,99,5,-0.30325805574253994,0.0,0.005053057099545225,True
panel,rebuttal_v1_batch2_20260725_150651,qwen3-vl-235b-instruct,2,grid_bandit,above_chance_reward,proportion_test,1.0,0.05,110,5,0.4090909090909091,0.5,0.8370814592703648,False
panel,rebuttal_v1_batch2_20260725_150651,qwen3-vl-235b-instruct,2,grid_bandit,within_block_learning,correlation_test,1.0,0.05,110,5,0.056434993411707705,0.0,0.3333333333333333,True
panel,rebuttal_v1_batch2_20260725_150651,qwen3-vl-235b-instruct,2,grid_bandit,within_block_rt_speedup,correlation_test,1.0,0.05,110,5,0.189835400219397,0.0,0.9295352323838081,False
panel,rebuttal_v1_batch2_20260725_150651,qwen3-vl-235b-instruct,2,marbles_risk,above_chance_ev_optimal,proportion_test,1.5,0.05,6,2,0.6666666666666666,0.5,0.5162418790604698,True
panel,rebuttal_v1_batch2_20260725_150651,qwen3-vl-235b-instruct,2,phishing_detection_v2,above_chance_discrimination,paired_proportion_test,2.0,0.05,19,3,0.5,0.0,0.033483258370814596,True
panel,rebuttal_v1_batch2_20260725_150651,qwen3-vl-235b-instruct,2,phishing_detection_v2,above_chance_overall,proportion_test,1.0,0.05,19,3,0.7368421052631579,0.5,0.04997501249375312,True
panel,rebuttal_v1_batch2_20260725_150651,qwen3-vl-235b-instruct,2,phishing_detection_v2,practice_rt_speedup,correlation_test,1.0,0.05,19,3,-0.5178376199564773,0.0,0.0239880059970015,True
panel,rebuttal_v1_batch2_20260725_150651,qwen3-vl-235b-instruct,2,random_dot_motion_v2,above_chance_overall,proportion_test,1.0,0.05,6,2,0.5,0.5,0.6746626686656672,False
panel,rebuttal_v1_batch2_20260725_150651,qwen3-vl-235b-instruct,2,repeated_games,above_chance_coordination_bos,proportion_test,1.5,0.05,15,2,0.06666666666666667,0.5,1.0,False
